"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"35","Misto","1182","Vendas","11","Superior incompleto","Marketing","1","1137","4","M","54","3","2","Vendedo senior","4","Divorciado","4968","18500","1","1","Não","11","3","4","80","1","5","3","3","5","2","0","2","Não","1_Training","Não","0.682013"
"49","Cliente","174","Vendas","8","Superior incompleto - cursando","Faculdade Técnica","1","1138","4","M","56","2","4","Vendedo senior","2","Casado","13120","11879","6","1","Não","17","3","2","80","1","22","3","3","9","8","2","3","Não","2_Testing","Não","0.553039"
"34","Cliente","1003","Engenharia","2","Superior incompleto","Ciências das natureza","1","1140","4","M","95","3","2","Supervisor","3","Solteiro","4033","15834","2","1","Não","11","3","4","80","0","5","3","2","3","2","0","2","Não","1_Training","Não","0.536442"
"29","Misto","490","Engenharia","10","Superior completo","Ciências das natureza","1","1143","4","F","61","3","1","Engenheiro","2","Divorciado","3291","17940","0","1","Não","14","3","4","80","2","8","2","2","7","5","1","1","Não","1_Training","Não","0.643658"
"42","Misto","188","Engenharia","29","Superior completo","Medicina","1","1148","2","M","56","1","2","Tecnico","4","Solteiro","4272","9558","4","1","Não","19","3","1","80","0","16","3","3","1","0","0","0","Não","1_Training","Sim","0.524892"
"29","Misto","718","Engenharia","8","Médio completo","Medicina","1","1150","2","M","79","2","2","Supervisor","4","Casado","5056","17689","1","1","Sim","15","3","3","80","1","10","2","2","10","7","1","2","Não","1_Training","Não","0.616864"
"38","Cliente","433","RH","1","Superior completo","Ciências humanas","1","1152","3","M","37","4","1","Assistente","3","Casado","2844","6004","1","1","Não","13","3","4","80","1","7","2","4","7","6","5","0","Não","1_Training","Não","0.597781"
"28","Misto","773","Engenharia","6","Superior completo","Ciências das natureza","1","1154","3","M","39","2","1","Engenheiro","3","Divorciado","2703","22088","1","1","Sim","14","3","4","80","1","3","2","3","3","1","0","2","Não","1_Training","Sim","0.615627"
"41","Misto","167","Engenharia","12","Superior incompleto - cursando","Ciências das natureza","1","1158","2","M","46","3","1","Tecnico","4","Casado","4766","9051","3","1","Sim","11","3","1","80","1","6","4","3","1","0","0","0","Não","1_Training","Sim","0.746598"
"37","Misto","367","Engenharia","25","Superior incompleto","Medicina","1","1161","3","F","52","2","2","Analista","4","Divorciado","5731","17171","7","1","Não","13","3","3","80","2","9","2","3","6","2","1","3","Não","1_Training","Não","0.740975"
"27","Misto","199","Engenharia","6","Superior completo","Ciências das natureza","1","1162","4","M","55","2","1","Engenheiro","3","Casado","2539","7950","1","1","Não","13","3","3","80","1","4","0","3","4","2","2","2","Não","2_Testing","Não","0.685983"
"34","Misto","1400","Vendas","9","Médio completo","Ciências das natureza","1","1163","2","F","70","3","2","Vendedo senior","3","Casado","5714","5829","1","1","Não","20","4","1","80","0","6","3","2","6","5","1","3","Não","1_Training","Não","0.810007"
"35","Cliente","528","RH","8","Superior incompleto - cursando","Faculdade Técnica","1","1164","3","M","100","3","1","Assistente","3","Solteiro","4323","7108","1","1","Não","17","3","2","80","0","6","2","1","5","4","1","4","Não","1_Training","Sim","0.889367"
"40","Misto","593","Engenharia","9","Superior incompleto - cursando","Medicina","1","1166","2","F","88","3","3","Diretor","3","Solteiro","13499","13782","9","1","Não","17","3","3","80","0","20","3","2","18","7","2","13","Não","1_Training","Não","0.786057"
"42","Misto","647","Vendas","4","Superior incompleto - cursando","Marketing","1","1171","2","M","45","3","2","Vendedo senior","1","Solteiro","5155","2253","7","1","Não","13","3","4","80","0","9","3","4","6","4","1","5","Não","1_Training","Não","0.698967"
"35","Misto","982","Engenharia","1","Superior incompleto - cursando","Medicina","1","1172","4","M","58","2","1","Tecnico","3","Casado","2258","16340","6","1","Não","12","3","2","80","1","10","2","3","8","0","1","7","Não","1_Training","Não","0.698373"
"24","Misto","477","Engenharia","24","Superior completo","Medicina","1","1173","4","M","49","3","1","Tecnico","2","Solteiro","3597","6409","8","1","Não","22","4","4","80","0","6","2","3","4","3","1","2","Não","1_Training","Sim","0.668021"
"26","Misto","1384","Engenharia","3","Superior incompleto - cursando","Medicina","1","1177","1","M","82","4","1","Tecnico","4","Casado","4420","13421","1","1","Não","22","4","2","80","1","8","2","3","8","7","0","7","Não","2_Testing","Não","0.809226"
"30","Cliente","852","Vendas","10","Superior completo","Marketing","1","1179","3","M","72","2","2","Vendedo senior","3","Casado","6578","2706","1","1","Não","18","3","1","80","1","10","3","3","10","3","1","4","Não","1_Training","Não","0.622195"
"40","Misto","902","Engenharia","26","Superior incompleto","Medicina","1","1180","3","F","92","2","2","Engenheiro","4","Casado","4422","21203","3","1","Sim","13","3","4","80","1","16","3","1","1","1","0","0","Não","2_Testing","Sim","0.615615"
"35","Cliente","819","Engenharia","2","Superior completo","Ciências das natureza","1","1182","3","M","44","2","3","Supervisor","2","Divorciado","10274","19588","2","1","Não","18","3","2","80","1","15","2","4","7","7","6","4","Não","1_Training","Não","0.821978"
"34","Cliente","669","Engenharia","1","Superior completo","Medicina","1","1184","4","M","97","2","2","Analista","1","Solteiro","5343","25755","0","1","Não","20","4","3","80","0","14","3","3","13","9","4","9","Não","1_Training","Não","0.661383"
"35","Escritório","636","Engenharia","4","Superior incompleto - cursando","Outros","1","1185","4","M","47","2","1","Tecnico","4","Casado","2376","26537","1","1","Não","13","3","2","80","1","2","2","4","2","2","2","2","Não","1_Training","Não","0.85405"
"32","Misto","862","Vendas","2","Médio completo","Ciências das natureza","1","1190","3","F","76","3","1","Vendedor junior","1","Divorciado","2827","14947","1","1","Não","12","3","3","80","3","1","3","3","1","0","0","0","Não","1_Training","Sim","0.796441"
"56","Misto","718","Engenharia","4","Superior incompleto - cursando","Faculdade Técnica","1","1191","4","F","92","3","5","Gerente","1","Divorciado","19943","18575","4","1","Não","13","3","4","80","1","28","2","3","5","2","4","2","Não","1_Training","Não","0.63986"
"29","Misto","1401","Engenharia","6","Médio completo","Medicina","1","1192","2","F","54","3","1","Tecnico","4","Casado","3131","26342","1","1","Não","13","3","1","80","1","10","5","3","10","8","0","8","Não","1_Training","Não","0.882303"
"19","Misto","645","Engenharia","9","Superior incompleto","Ciências das natureza","1","1193","3","M","54","3","1","Engenheiro","1","Solteiro","2552","7172","1","1","Não","25","4","3","80","0","1","4","3","1","1","0","0","Não","1_Training","Sim","0.810059"
"45","Misto","1457","Engenharia","7","Superior completo","Medicina","1","1195","1","F","83","3","1","Engenheiro","3","Casado","4477","20100","4","1","Sim","19","3","3","80","1","7","2","2","3","2","0","2","Não","1_Training","Sim","0.557825"
"37","Misto","977","Engenharia","1","Superior completo","Ciências das natureza","1","1196","4","F","56","2","2","Supervisor","4","Casado","6474","9961","1","1","Não","13","3","2","80","1","14","2","2","14","8","3","11","Não","1_Training","Não","0.948009"
"20","Misto","805","Engenharia","3","Superior completo","Ciências das natureza","1","1198","1","M","87","2","1","Tecnico","3","Solteiro","3033","12828","1","1","Não","12","3","1","80","0","2","2","2","2","2","1","2","Não","1_Training","Sim","0.809335"
"53","Misto","1223","Engenharia","7","Superior incompleto","Medicina","1","1201","4","F","50","3","5","Gerente","3","Divorciado","18606","18640","3","1","Não","18","3","2","80","1","26","6","3","7","7","4","7","Não","1_Training","Não","0.945959"
"29","Misto","942","Engenharia","15","Médio completo","Ciências das natureza","1","1202","2","F","69","1","1","Engenheiro","4","Casado","2168","26933","0","1","Sim","18","3","1","80","1","6","2","2","5","4","1","3","Não","1_Training","Sim","0.571126"
"46","Escritório","1402","Vendas","2","Superior completo","Marketing","1","1204","3","F","69","3","4","Gerente","1","Casado","17048","24097","8","1","Não","23","4","1","80","0","28","2","3","26","15","15","9","Não","2_Testing","Não","0.835496"
"44","Misto","111","Engenharia","17","Superior completo","Ciências das natureza","1","1206","4","M","74","1","1","Engenheiro","3","Solteiro","2290","4279","2","1","Não","13","3","4","80","0","6","3","3","0","0","0","0","Não","1_Training","Sim","0.781839"
"33","Misto","147","RH","2","Superior completo","Ciências humanas","1","1207","2","M","99","3","1","Assistente","3","Casado","3600","8429","1","1","Não","13","3","4","80","1","5","2","3","5","4","1","4","Não","1_Training","Não","0.650289"
"30","Cliente","1329","Vendas","29","Superior incompleto - cursando","Ciências das natureza","1","1211","3","M","61","3","2","Vendedo senior","1","Divorciado","4115","13192","8","1","Não","19","3","3","80","3","8","3","3","4","3","0","3","Não","2_Testing","Sim","0.59062"
"40","Cliente","1184","Vendas","2","Superior incompleto - cursando","Medicina","1","1212","2","M","62","3","2","Vendedo senior","2","Casado","4327","25440","5","1","Não","12","3","4","80","3","5","2","3","0","0","0","0","Não","1_Training","Não","0.556582"
"50","Misto","1421","Engenharia","2","Superior completo","Medicina","1","1215","4","F","30","3","4","Gerente","1","Casado","17856","9490","2","1","Não","22","4","3","80","1","32","3","3","2","2","2","2","Não","1_Training","Não","0.943432"
"28","Misto","1179","Engenharia","19","Superior incompleto - cursando","Medicina","1","1216","4","M","78","2","1","Tecnico","1","Casado","3196","12449","1","1","Não","12","3","3","80","3","6","2","3","6","5","3","3","Não","1_Training","Sim","0.549131"
"46","Misto","1450","Engenharia","15","Superior incompleto","Ciências das natureza","1","1217","4","M","52","3","5","Diretor","2","Casado","19081","10849","5","1","Não","11","3","1","80","1","25","2","3","4","2","0","3","Não","1_Training","Não","0.858957"
"35","Cliente","1361","Vendas","17","Superior incompleto - cursando","Ciências das natureza","1","1218","3","M","94","3","2","Vendedo senior","1","Casado","8966","21026","3","1","Sim","15","3","4","80","3","15","2","3","7","7","1","7","Não","1_Training","Sim","0.775829"
"33","Misto","1146","Vendas","25","Superior completo","Medicina","1","1220","2","F","82","3","2","Vendedo senior","3","Casado","4539","4905","1","1","Não","12","3","1","80","1","10","3","2","10","7","0","1","Não","1_Training","Não","0.7672"
"36","Misto","917","Engenharia","6","Superior incompleto - cursando","Ciências das natureza","1","1221","3","M","60","1","1","Tecnico","3","Divorciado","2741","6865","1","1","Não","14","3","3","80","1","7","4","3","7","7","1","7","Não","1_Training","Não","0.691119"
"30","Misto","853","Engenharia","7","Superior incompleto - cursando","Ciências das natureza","1","1224","3","M","49","3","2","Tecnico","3","Divorciado","3491","11309","1","1","Não","13","3","1","80","3","10","4","2","10","7","8","9","Não","1_Training","Não","0.594841"
"44","Misto","200","Engenharia","29","Superior incompleto - cursando","Outros","1","1225","4","M","32","3","2","Engenheiro","4","Solteiro","4541","7744","1","1","Não","25","4","2","80","0","20","3","3","20","11","13","17","Não","1_Training","Não","0.826689"
"20","Misto","654","Vendas","21","Superior completo","Marketing","1","1226","3","M","43","4","1","Vendedor junior","4","Solteiro","2678","5050","1","1","Não","17","3","4","80","0","2","2","3","2","1","2","2","Não","1_Training","Sim","0.796189"
"46","Escritório","150","Engenharia","2","Superior incompleto - cursando","Faculdade Técnica","1","1228","4","M","60","3","2","Supervisor","4","Divorciado","7379","17433","2","1","Não","11","3","3","80","1","12","3","2","6","3","1","4","Não","2_Testing","Não","0.890457"
"42","Misto","179","RH","2","Pós-gradução","Medicina","1","1231","4","M","79","4","2","Assistente","1","Casado","6272","12858","7","1","Não","16","3","1","80","1","10","3","4","4","3","0","3","Não","1_Training","Não","0.805874"
"60","Cliente","696","Vendas","7","Superior incompleto - cursando","Marketing","1","1233","2","M","52","4","2","Vendedo senior","4","Divorciado","5220","10893","0","1","Sim","18","3","2","80","1","12","3","3","11","7","1","9","Não","1_Training","Não","0.743073"
"32","Cliente","116","Engenharia","13","Superior completo","Outros","1","1234","3","F","77","2","1","Tecnico","2","Casado","2743","7331","1","1","Não","20","4","3","80","1","2","2","3","2","2","2","2","Não","1_Training","Não","0.572873"
"32","Misto","1316","Engenharia","2","Superior incompleto","Ciências das natureza","1","1235","4","F","38","3","2","Engenheiro","3","Solteiro","4998","2338","4","1","Sim","14","3","4","80","0","10","2","3","8","7","0","7","Não","2_Testing","Não","0.700587"
"36","Misto","363","Engenharia","1","Superior completo","Faculdade Técnica","1","1237","3","F","77","1","3","Supervisor","1","Divorciado","10252","4235","2","1","Sim","21","4","3","80","1","17","2","3","7","7","7","7","Não","1_Training","Sim","0.716558"
"33","Misto","117","Engenharia","9","Superior completo","Medicina","1","1238","1","M","60","3","1","Engenheiro","4","Casado","2781","6311","0","1","Não","13","3","2","80","1","15","5","3","14","10","4","10","Não","1_Training","Não","0.780492"
"40","Misto","107","Vendas","10","Superior completo","Faculdade Técnica","1","1239","2","F","84","2","2","Vendedo senior","2","Divorciado","6852","11591","7","1","Não","12","3","2","80","1","7","2","4","5","1","1","3","Não","1_Training","Não","0.659294"
"25","Misto","1356","Vendas","10","Superior incompleto - cursando","Ciências das natureza","1","1240","3","M","57","3","2","Vendedo senior","4","Solteiro","4950","20623","0","1","Não","14","3","2","80","0","5","4","3","4","3","1","1","Não","1_Training","Sim","0.579652"
"30","Cliente","1465","Engenharia","1","Superior completo","Medicina","1","1241","4","M","63","3","1","Engenheiro","2","Casado","3579","9369","0","1","Sim","21","4","1","80","1","12","2","3","11","9","5","7","Não","1_Training","Não","0.520267"
"42","Escritório","458","Engenharia","26","Pós-gradução","Medicina","1","1242","1","F","60","3","3","Diretor","1","Casado","13191","23281","3","1","Sim","17","3","3","80","0","20","6","3","1","0","0","0","Não","1_Training","Sim","0.644629"
"35","Misto","1212","Vendas","8","Superior incompleto","Marketing","1","1243","3","F","78","2","3","Vendedo senior","4","Casado","10377","13755","4","1","Sim","11","3","2","80","1","16","6","2","13","2","4","12","Não","1_Training","Sim","0.559123"
"27","Cliente","1103","Engenharia","14","Superior completo","Ciências das natureza","1","1244","1","M","42","3","1","Engenheiro","1","Casado","2235","14377","1","1","Sim","14","3","4","80","2","9","3","2","9","7","6","8","Não","2_Testing","Sim","0.91661"
"54","Misto","966","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","1245","4","F","53","3","3","Supervisor","3","Divorciado","10502","9659","7","1","Não","17","3","1","80","1","33","2","1","5","4","1","4","Não","2_Testing","Não","0.743153"
"44","Misto","1117","Engenharia","2","Médio completo","Ciências das natureza","1","1246","1","F","72","4","1","Engenheiro","4","Casado","2011","19982","1","1","Não","13","3","4","80","1","10","5","3","10","5","7","7","Não","1_Training","Não","0.863744"
"29","Misto","1010","Engenharia","1","Superior completo","Ciências das natureza","1","1249","1","F","97","3","1","Engenheiro","4","Divorciado","3760","5598","1","1","Não","15","3","1","80","3","3","5","3","3","2","1","2","Não","1_Training","Não","0.520426"
"54","Misto","685","Engenharia","3","Superior completo","Ciências das natureza","1","1250","4","M","85","3","4","Diretor","4","Casado","17779","23474","3","1","Não","14","3","1","80","0","36","2","3","10","9","0","9","Não","1_Training","Não","0.863415"
"31","Misto","1332","Engenharia","11","Superior incompleto","Medicina","1","1251","3","M","80","3","2","Analista","1","Casado","6833","17089","1","1","Sim","12","3","4","80","0","6","2","2","6","5","0","1","Não","1_Training","Sim","0.77151"
"31","Misto","1062","Engenharia","24","Superior completo","Medicina","1","1252","3","F","96","2","2","Analista","1","Solteiro","6812","17198","1","1","Não","19","3","2","80","0","10","2","3","10","9","1","8","Não","2_Testing","Não","0.574717"
"59","Misto","326","Vendas","3","Superior completo","Ciências das natureza","1","1254","3","F","48","2","2","Vendedo senior","4","Solteiro","5171","16490","5","1","Não","17","3","4","80","0","13","2","3","6","1","0","5","Não","2_Testing","Não","0.732226"
"43","Misto","920","Engenharia","3","Superior completo","Ciências das natureza","1","1255","3","M","96","1","5","Diretor","4","Casado","19740","18625","3","1","Não","14","3","2","80","1","25","2","3","8","7","0","7","Não","1_Training","Não","0.9224"
"49","Cliente","1098","Engenharia","4","Superior incompleto","Medicina","1","1256","1","M","85","2","5","Gerente","3","Casado","18711","12124","2","1","Não","13","3","3","80","1","23","2","4","1","0","0","0","Não","1_Training","Não","0.546563"
"36","Misto","469","Engenharia","3","Superior completo","Faculdade Técnica","1","1257","3","M","46","3","1","Engenheiro","2","Casado","3692","9256","1","1","Não","12","3","3","80","0","12","2","2","11","10","0","7","Não","2_Testing","Não","0.59475"
"48","Misto","969","Engenharia","2","Superior incompleto","Faculdade Técnica","1","1258","4","M","76","4","1","Tecnico","2","Solteiro","2559","16620","5","1","Não","11","3","3","80","0","7","4","2","1","0","0","0","Não","1_Training","Sim","0.720947"
"27","Misto","1167","Engenharia","4","Superior incompleto","Ciências das natureza","1","1259","1","M","76","3","1","Engenheiro","3","Divorciado","2517","3208","1","1","Não","11","3","2","80","3","5","2","3","5","3","0","3","Não","1_Training","Sim","0.586164"
"29","Misto","1329","Engenharia","7","Superior completo","Ciências das natureza","1","1260","3","M","82","3","2","Analista","4","Divorciado","6623","4204","1","1","Sim","11","3","2","80","2","6","2","3","6","0","1","0","Não","1_Training","Sim","0.701043"
"48","Misto","715","Engenharia","1","Superior completo","Ciências das natureza","1","1263","4","M","76","2","5","Diretor","4","Solteiro","18265","8733","6","1","Não","12","3","3","80","0","25","3","4","1","0","0","0","Não","2_Testing","Não","0.723558"
"29","Misto","694","Engenharia","1","Superior completo","Ciências das natureza","1","1264","4","F","87","2","4","Diretor","4","Divorciado","16124","3423","3","1","Não","14","3","2","80","2","9","2","2","7","7","1","7","Não","2_Testing","Não","0.928465"
"34","Misto","1320","Engenharia","20","Superior completo","Faculdade Técnica","1","1265","3","F","89","4","1","Engenheiro","3","Casado","2585","21643","0","1","Não","17","3","4","80","0","2","5","2","1","0","0","0","Não","2_Testing","Sim","0.55061"
"44","Misto","1099","Vendas","5","Superior completo","Marketing","1","1267","2","M","88","3","5","Gerente","2","Casado","18213","8751","7","1","Não","11","3","3","80","1","26","5","3","22","9","3","10","Não","1_Training","Não","0.908615"
"33","Misto","536","Vendas","10","Pós-gradução","Marketing","1","1268","4","M","82","4","3","Vendedo senior","3","Divorciado","8380","21708","0","1","Sim","14","3","4","80","2","10","3","3","9","8","0","8","Não","1_Training","Sim","0.658896"
"19","Misto","265","Engenharia","25","Superior completo","Ciências das natureza","1","1269","2","F","57","4","1","Engenheiro","4","Solteiro","2994","21221","1","1","Sim","12","3","4","80","0","1","2","3","1","0","0","1","Não","1_Training","Sim","0.774148"
"23","Misto","373","Engenharia","1","Superior incompleto","Ciências das natureza","1","1270","4","M","47","3","1","Engenheiro","3","Casado","1223","16901","1","1","Não","22","4","4","80","1","1","2","3","1","0","0","1","Não","1_Training","Não","0.647275"
"26","Escritório","583","Engenharia","4","Superior incompleto","Ciências das natureza","1","1275","3","M","53","3","1","Engenheiro","4","Solteiro","2875","9973","1","1","Sim","20","4","2","80","0","8","2","2","8","5","2","2","Não","2_Testing","Sim","0.608283"
"55","Misto","177","Engenharia","8","Médio completo","Medicina","1","1278","4","M","37","2","4","Analista","2","Divorciado","13577","25592","1","1","Sim","15","3","4","80","1","34","3","3","33","9","15","0","Não","1_Training","Sim","0.8012"
"46","Misto","168","Vendas","4","Superior incompleto","Marketing","1","1280","4","F","33","2","5","Gerente","2","Casado","18789","9946","2","1","Não","14","3","3","80","1","26","2","3","11","4","0","8","Não","2_Testing","Não","0.891681"
"34","Cliente","131","Vendas","2","Superior completo","Marketing","1","1281","3","F","86","3","2","Vendedo senior","1","Solteiro","4538","6039","0","1","Sim","12","3","4","80","0","4","3","3","3","2","0","2","Não","2_Testing","Sim","0.867635"
"51","Misto","237","Vendas","9","Superior completo","Ciências das natureza","1","1282","4","M","83","3","5","Gerente","2","Divorciado","19847","19196","4","1","Sim","24","4","1","80","1","31","5","2","29","10","11","10","Não","1_Training","Não","0.691231"
"59","Cliente","1429","Engenharia","18","Superior incompleto - cursando","Medicina","1","1283","4","M","67","3","3","Supervisor","4","Solteiro","10512","20002","6","1","Não","12","3","4","80","0","25","6","2","9","7","5","4","Não","2_Testing","Não","0.806436"
"34","Cliente","135","Engenharia","19","Superior completo","Medicina","1","1285","3","F","46","3","2","Tecnico","2","Divorciado","4444","22534","4","1","Não","13","3","3","80","2","15","2","4","11","8","5","10","Não","1_Training","Não","0.818269"
"28","Misto","791","Engenharia","1","Superior incompleto - cursando","Medicina","1","1286","4","M","44","3","1","Tecnico","3","Solteiro","2154","6842","0","1","Sim","11","3","3","80","0","5","2","2","4","2","0","2","Não","2_Testing","Sim","0.854794"
"44","Cliente","1199","Engenharia","4","Superior incompleto","Ciências das natureza","1","1288","3","M","92","4","5","Gerente","1","Divorciado","19190","17477","1","1","Não","14","3","4","80","2","26","4","2","25","9","14","13","Não","1_Training","Não","0.837804"
"34","Misto","648","RH","11","Superior completo","Ciências das natureza","1","1289","3","M","56","2","2","Assistente","2","Casado","4490","21833","4","1","Não","11","3","4","80","2","14","5","4","10","9","1","8","Não","1_Training","Não","0.818994"
"35","Misto","735","Engenharia","6","Médio completo","Ciências das natureza","1","1291","3","M","66","3","1","Engenheiro","3","Casado","3506","6020","0","1","Sim","14","3","4","80","0","4","3","3","3","2","2","2","Não","1_Training","Sim","0.681387"
"42","Misto","603","Engenharia","7","Superior incompleto - cursando","Medicina","1","1292","2","F","78","4","2","Engenheiro","2","Casado","2372","5628","6","1","Sim","16","3","4","80","0","18","2","3","1","0","0","0","Não","2_Testing","Sim","0.644345"
"43","Misto","531","Vendas","4","Superior incompleto - cursando","Marketing","1","1293","4","F","56","2","3","Vendedo senior","4","Solteiro","10231","20364","3","1","Não","14","3","4","80","0","23","3","4","21","7","15","17","Não","1_Training","Sim","0.599379"
"36","Cliente","429","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","1294","3","F","53","3","2","Supervisor","2","Solteiro","5410","2323","9","1","Sim","11","3","4","80","0","18","2","3","16","14","5","12","Não","1_Training","Não","0.697218"
"28","Cliente","193","Engenharia","2","Superior completo","Ciências das natureza","1","1296","4","M","52","2","1","Tecnico","4","Casado","3867","14222","1","1","Sim","12","3","2","80","1","2","2","3","2","2","2","2","Não","1_Training","Sim","0.691491"
"51","Escritório","968","Engenharia","6","Superior incompleto","Medicina","1","1297","2","F","40","2","1","Tecnico","3","Solteiro","2838","4257","0","1","Não","14","3","2","80","0","8","6","2","7","0","7","7","Não","1_Training","Não","0.642315"
"30","Misto","879","Engenharia","9","Superior incompleto","Medicina","1","1298","3","F","72","3","2","Supervisor","3","Solteiro","4695","12858","7","1","Sim","18","3","3","80","0","10","3","3","8","4","1","7","Não","1_Training","Sim","0.660547"
"28","Misto","640","Engenharia","1","Superior completo","Faculdade Técnica","1","1301","4","M","84","3","1","Engenheiro","1","Solteiro","2080","4732","2","1","Não","11","3","2","80","0","5","2","2","3","2","1","2","Não","1_Training","Sim","0.840074"
"25","Misto","266","Engenharia","1","Superior completo","Medicina","1","1303","4","F","40","3","1","Engenheiro","2","Solteiro","2096","18830","1","1","Não","18","3","4","80","0","2","3","2","2","2","2","1","Não","1_Training","Sim","0.588195"
"32","Cliente","604","Vendas","8","Superior completo","Medicina","1","1304","3","M","56","4","2","Vendedo senior","4","Casado","6209","11693","1","1","Não","15","3","3","80","2","10","4","4","10","7","0","8","Não","1_Training","Não","0.709312"
"45","Misto","364","Engenharia","25","Superior completo","Medicina","1","1306","2","F","83","3","5","Gerente","2","Solteiro","18061","13035","3","1","Não","22","4","3","80","0","22","4","3","0","0","0","0","Não","1_Training","Não","0.70504"
"39","Misto","412","Engenharia","13","Superior incompleto - cursando","Medicina","1","1307","3","F","94","2","4","Gerente","2","Divorciado","17123","17334","6","1","Sim","13","3","4","80","2","21","4","3","19","9","15","2","Não","2_Testing","Sim","0.534916"
"58","Misto","848","Engenharia","23","Superior incompleto - cursando","Ciências das natureza","1","1308","1","M","88","3","1","Engenheiro","3","Divorciado","2372","26076","1","1","Não","12","3","4","80","2","2","3","3","2","2","2","2","Não","1_Training","Sim","0.650986"
"30","Misto","1138","Engenharia","6","Superior completo","Faculdade Técnica","1","1311","1","F","48","2","2","Tecnico","4","Casado","4627","23631","0","1","Não","12","3","1","80","1","10","6","3","9","2","6","7","Não","1_Training","Não","0.646731"
"36","Misto","325","Engenharia","10","Superior incompleto - cursando","Faculdade Técnica","1","1312","4","F","63","3","3","Analista","3","Casado","7094","5747","3","1","Não","12","3","1","80","0","10","0","3","7","7","1","7","Não","2_Testing","Não","0.510635"
"46","Escritório","991","RH","1","Superior incompleto","Ciências das natureza","1","1314","4","F","44","3","1","Assistente","1","Solteiro","3423","22957","6","1","Não","12","3","3","80","0","10","3","4","7","6","5","7","Não","1_Training","Não","0.592971"
"28","Misto","1476","Engenharia","1","Superior completo","Ciências das natureza","1","1315","3","F","55","1","2","Tecnico","4","Casado","6674","16392","0","1","Não","11","3","1","80","3","10","6","3","9","8","7","5","Não","1_Training","Não","0.688834"
"50","Misto","1322","Engenharia","28","Superior completo","Ciências das natureza","1","1317","4","F","43","3","4","Diretor","1","Casado","16880","22422","4","1","Sim","11","3","2","80","0","25","2","3","3","2","1","2","Não","1_Training","Não","0.60469"
"30","Misto","634","Engenharia","17","Superior incompleto - cursando","Medicina","1","1321","2","F","95","3","3","Gerente","1","Casado","11916","25927","1","1","Sim","23","4","4","80","2","9","2","3","9","1","0","8","Não","1_Training","Sim","0.655399"
"39","Escritório","524","Engenharia","18","Superior incompleto","Ciências das natureza","1","1322","1","M","32","3","2","Supervisor","3","Solteiro","4534","13352","0","1","Não","11","3","1","80","0","9","6","3","8","7","1","7","Não","1_Training","Não","0.712837"
"31","Escritório","587","Vendas","2","Superior incompleto - cursando","Ciências das natureza","1","1324","4","F","57","3","3","Vendedo senior","3","Divorciado","9852","8935","1","1","Sim","19","3","1","80","1","10","5","2","10","8","9","6","Não","1_Training","Não","0.538718"
"41","Escritório","256","Vendas","10","Superior incompleto","Medicina","1","1329","3","M","40","1","2","Vendedo senior","2","Solteiro","6151","22074","1","1","Não","13","3","1","80","0","19","4","3","19","2","11","9","Não","1_Training","Sim","0.641211"
"42","Misto","495","Engenharia","2","Médio completo","Ciências das natureza","1","1334","3","M","37","3","4","Gerente","3","Casado","17861","26582","0","1","Sim","13","3","4","80","0","21","3","2","20","8","2","10","Não","1_Training","Não","0.764317"
"55","Misto","282","Engenharia","2","Superior incompleto","Medicina","1","1336","4","F","58","1","5","Gerente","3","Casado","19187","6992","4","1","Não","14","3","4","80","1","23","5","3","19","9","9","11","Não","1_Training","Não","0.882104"
"56","Escritório","206","RH","8","Superior incompleto - cursando","Ciências das natureza","1","1338","4","M","99","3","5","Gerente","2","Solteiro","19717","4022","6","1","Não","14","3","1","80","0","36","4","3","7","3","7","7","Não","2_Testing","Sim","0.774668"
"40","Misto","458","Engenharia","16","Superior incompleto","Ciências das natureza","1","1340","3","M","74","3","1","Engenheiro","3","Divorciado","3544","8532","9","1","Não","16","3","2","80","1","6","0","3","4","2","0","0","Não","1_Training","Sim","0.534529"
"34","Misto","943","Engenharia","9","Superior completo","Ciências das natureza","1","1344","4","M","86","3","3","Analista","4","Divorciado","8500","5494","0","1","Não","11","3","4","80","1","10","0","2","9","7","1","6","Não","2_Testing","Não","0.7942"
"40","Cliente","523","Engenharia","2","Superior completo","Ciências das natureza","1","1346","3","M","98","3","2","Engenheiro","4","Solteiro","4661","22455","1","1","Não","13","3","3","80","0","9","4","3","9","8","8","8","Não","2_Testing","Não","0.545119"
"41","Cliente","1018","Vendas","1","Superior completo","Marketing","1","1349","3","F","66","3","2","Vendedo senior","1","Divorciado","4103","4297","0","1","Não","17","3","4","80","1","10","2","3","9","3","1","7","Não","1_Training","Não","0.650329"
